Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality,Population_Bins,Average_Pollutant,AQI_Level
37.8,97.2,0.002033898305084746,0.07848101265822785,0.5165217391304348,0.350293542074364,0.15635179153094456,7.7,803,Poor,Very High,0.22073639673981119,Moderate
27.6,44.1,0.011864406779661017,0.04620253164556962,0.40521739130434775,0.3052837573385519,0.1042345276872964,8.0,338,Moderate,Low,0.17456052295108532,Good
27.6,77.5,0.01288135593220339,0.03512658227848101,0.02956521739130433,0.15459882583170254,0.1270358306188925,14.4,520,Good,Medium,0.07184156241051676,Good
25.6,58.3,0.0013559322033898306,0.0,0.3113043478260869,0.20939334637964774,0.10749185667752441,10.0,536,Good,Medium,0.12590909661732977,Good
24.6,48.4,0.028135593220338987,0.049367088607594936,0.27652173913043476,0.21135029354207438,0.12377850162866448,11.2,461,Good,Medium,0.1378306432258215,Good
26.2,49.9,0.001694915254237288,0.006962025316455697,0.2695652173913043,0.16634050880626222,0.09446254071661235,17.9,581,Good,High,0.10780504149697437,Good
22.6,62.1,0.05559322033898305,0.0680379746835443,0.17739130434782607,0.21526418786692758,0.09120521172638436,11.5,324,Good,Low,0.12149837979273308,Good
30.0,69.2,0.006779661016949152,0.012974683544303795,0.13739130434782607,0.22309197651663404,0.14332247557003258,10.1,297,Good,Low,0.10471202019914912,Good
37.6,72.2,0.03423728813559322,0.053164556962025315,0.43130434782608695,0.2446183953033268,0.39087947882736157,3.5,637,Poor,High,0.23084081341087875,Moderate
29.6,65.6,0.01152542372881356,0.030063291139240507,0.22956521739130434,0.1780821917808219,0.12377850162866448,10.2,452,Good,Medium,0.11460292513376895,Good
52.5,83.9,0.2288135593220339,0.28924050632911397,0.42086956521739133,0.7984344422700588,0.5407166123778502,2.9,785,Hazardous,Very High,0.45561493710328965,Poor
44.7,97.9,0.11728813559322035,0.1819620253164557,0.36,0.5636007827788649,0.3680781758957654,3.5,562,Hazardous,Medium,0.31818582391686123,Moderate
23.3,45.2,0.08135593220338982,0.09240506329113923,0.3339130434782609,0.22504892367906065,0.10097719869706838,10.9,575,Good,High,0.1667400322697838,Good
35.4,100.2,0.06949152542372881,0.10569620253164559,0.4695652173913043,0.350293542074364,0.39087947882736157,5.1,440,Poor,Medium,0.27718519324968083,Moderate
29.7,85.8,0.2861016949152543,0.299367088607595,0.33565217391304336,0.5088062622309197,0.29315960912052114,10.0,744,Poor,High,0.3446173657574667,Moderate
21.8,79.6,0.02406779661016949,0.05379746835443038,0.12347826086956519,0.23874755381604695,0.08469055374592833,10.8,455,Good,Medium,0.10495632667922808,Good
27.7,86.1,0.2823728813559322,0.2965189873417722,0.3113043478260869,0.25440313111545987,0.34527687296416937,7.4,594,Moderate,High,0.2979752441206841,Moderate
27.5,78.9,0.1023728813559322,0.10854430379746836,0.13739130434782607,0.18003913894324852,0.10749185667752441,11.1,472,Good,Medium,0.1271678970243999,Good
28.0,72.2,0.06271186440677966,0.07974683544303797,0.3043478260869565,0.2407045009784736,0.21824104234527686,13.2,480,Good,Medium,0.1811504138521049,Good
22.2,50.0,0.007796610169491525,0.02721518987341772,0.27999999999999997,0.19373776908023482,0.10097719869706838,10.2,547,Good,Medium,0.12194535356404249,Good
33.3,70.1,0.18677966101694915,0.23069620253164558,0.5756521739130435,0.7221135029354206,0.47882736156351796,4.9,612,Hazardous,High,0.4388137803921154,Poor
37.5,83.7,0.010508474576271187,0.007594936708860761,0.5582608695652174,0.6927592954990215,0.6384364820846905,2.5,898,Hazardous,Very High,0.38151201168681226,Moderate
30.9,94.4,0.16372881355932203,0.2129746835443038,0.417391304347826,0.5772994129158513,0.3583061889250814,4.3,779,Poor,Very High,0.34594008065847687,Moderate
39.3,78.9,0.23355932203389831,0.270253164556962,0.6313043478260869,0.37573385518590996,0.3420195439739413,8.5,570,Poor,Medium,0.37057404671535965,Moderate
24.7,64.9,0.058644067796610175,0.11772151898734177,0.3443478260869564,0.4129158512720157,0.27035830618892503,5.5,453,Poor,Medium,0.2407975140663698,Moderate
27.8,62.8,0.02949152542372881,0.04240506329113924,0.38782608695652165,0.43052837573385516,0.24429967426710092,8.1,604,Moderate,High,0.22691014513446914,Moderate
17.4,56.5,0.008813559322033898,0.02246835443037975,0.23652173913043475,0.1898238747553816,0.08794788273615635,11.6,475,Good,Medium,0.10911508207487727,Good
18.1,70.1,0.010508474576271187,0.026265822784810124,0.21391304347826082,0.23483365949119372,0.17263843648208466,12.9,273,Good,Low,0.1316318873625241,Good
25.6,78.1,0.003728813559322034,0.01708860759493671,0.2417391304347826,0.2407045009784736,0.0781758957654723,10.9,524,Good,Medium,0.11628738966659746,Good
22.4,69.3,0.007457627118644068,0.02721518987341772,0.21217391304347824,0.18003913894324852,0.08794788273615635,10.2,339,Good,Low,0.102966750342989,Good
25.3,47.4,0.23966101694915254,0.2689873417721519,0.26086956521739124,0.28180039138943247,0.3061889250814332,13.2,587,Moderate,High,0.2715014480819123,Moderate
42.1,89.8,0.04101694915254237,0.11234177215189874,0.5913043478260869,0.7162426614481409,0.6579804560260586,2.8,861,Hazardous,Very High,0.4237772373209455,Poor
27.5,45.3,0.009491525423728813,0.03259493670886075,0.10956521739130431,0.2015655577299413,0.05537459283387619,10.6,236,Good,Low,0.08171836601754227,Good
32.6,65.1,0.013898305084745762,0.061708860759493674,0.35826086956521735,0.4050880626223092,0.260586319218241,6.3,509,Moderate,Medium,0.2199084834500014,Moderate
46.1,100.3,0.488135593220339,0.5379746835443038,0.6104347826086955,0.436399217221135,0.537459283387622,7.3,443,Hazardous,Medium,0.522080711996419,Poor
33.5,81.2,0.07932203389830508,0.17943037974683546,0.46608695652173915,0.6536203522504892,0.4234527687296416,3.7,600,Hazardous,High,0.3603824982294021,Moderate
48.1,94.1,0.014237288135593221,0.060759493670886074,0.2834782608695651,0.23874755381604695,0.29967426710097717,6.0,625,Poor,High,0.1793793727186137,Good
31.6,76.7,0.07254237288135593,0.08575949367088608,0.3947826086956522,0.46183953033268094,0.20846905537459282,7.6,663,Moderate,High,0.24467861219103354,Moderate
29.0,83.5,0.10677966101694915,0.14113924050632912,0.3408695652173913,0.0665362035225049,0.27361563517915305,5.7,538,Moderate,Medium,0.18578806108846552,Good
24.9,82.2,0.06610169491525424,0.08892405063291138,0.3165217391304348,0.16046966731898238,0.2899022801302931,8.1,458,Moderate,Medium,0.18438388642557518,Good
27.7,99.4,0.06033898305084746,0.09525316455696202,0.5234782608695652,0.31506849315068497,0.35504885993485336,5.4,588,Poor,High,0.26983755231258255,Moderate
20.8,48.5,0.05423728813559322,0.06297468354430379,0.0660869565217391,0.17025440313111545,0.16938110749185664,10.2,432,Good,Medium,0.10458688776492164,Good
28.2,71.7,0.25491525423728817,0.28544303797468357,0.4069565217391304,0.2191780821917808,0.3778501628664495,4.8,765,Poor,Very High,0.3088686118018665,Moderate
32.0,69.7,0.32440677966101694,0.35000000000000003,0.49913043478260866,0.5225048923679061,0.537459283387622,6.8,673,Poor,High,0.44670027803983076,Poor
21.5,60.0,0.04949152542372881,0.06582278481012659,0.23478260869565212,0.15264187866927595,0.09446254071661235,10.7,587,Good,High,0.11944026766307916,Good
29.6,63.1,0.04338983050847458,0.0509493670886076,0.2539130434782608,0.19569471624266144,0.16612377850162863,11.0,377,Good,Low,0.14201414716392663,Good
17.5,73.8,0.0111864406779661,0.028481012658227847,0.15304347826086953,0.28571428571428575,0.05863192182410421,10.8,217,Good,Low,0.1074114278270907,Good
33.2,49.8,0.0047457627118644066,0.07436708860759493,0.2713043478260869,0.6262230919765166,0.4592833876221498,6.8,730,Poor,High,0.2871847357488425,Moderate
58.6,66.0,0.14915254237288136,0.17151898734177215,0.6417391304347825,0.5655577299412915,0.7947882736156351,5.2,641,Hazardous,High,0.4645513327412726,Poor
28.1,51.8,0.12203389830508475,0.1281645569620253,0.33043478260869563,0.2270058708414873,0.1628664495114006,10.8,264,Good,Low,0.1941011116457387,Good
32.0,74.9,0.14677966101694914,0.14462025316455698,0.3721739130434782,0.30724070450097846,0.25081433224755695,7.8,598,Moderate,High,0.2443257727947039,Moderate
25.0,63.9,0.03152542372881356,0.03481012658227848,0.14608695652173911,0.21135029354207438,0.08794788273615635,10.1,490,Good,Medium,0.10234413662221238,Good
25.7,69.3,0.05322033898305085,0.07974683544303797,0.35304347826086946,0.3287671232876712,0.257328990228013,9.5,482,Moderate,Medium,0.2144213532405285,Moderate
35.1,69.2,0.026779661016949154,0.09651898734177215,0.48521739130434777,0.6614481409001958,0.4625407166123778,4.9,724,Hazardous,High,0.34650097943512853,Moderate
26.7,63.2,0.02305084745762712,0.030063291139240507,0.1043478260869565,0.21722113502935422,0.10749185667752441,10.0,358,Good,Low,0.09643499127814056,Good
20.4,44.9,0.01559322033898305,0.02974683544303797,0.2278260869565217,0.2328767123287671,0.12377850162866448,10.2,545,Good,Medium,0.12596427133919486,Good
24.6,84.2,0.017627118644067796,0.06139240506329113,0.2626086956521739,0.2974559686888454,0.27035830618892503,7.3,623,Moderate,High,0.18188849884746064,Good
25.9,62.8,0.08745762711864408,0.11329113924050634,0.41391304347826074,0.4931506849315068,0.27035830618892503,5.3,411,Moderate,Medium,0.27563416019156856,Moderate
22.1,54.0,0.035932203389830504,0.049367088607594936,0.11304347826086955,0.2954990215264188,0.11400651465798044,10.5,265,Good,Low,0.12156966128853886,Good
34.1,97.9,0.18305084745762712,0.24367088607594936,0.42086956521739133,0.4422700587084148,0.4885993485342019,6.6,513,Poor,Medium,0.3556921411987169,Moderate
24.9,63.5,0.020677966101694915,0.044620253164556964,0.1704347826086956,0.2054794520547945,0.17263843648208466,16.4,390,Good,Medium,0.12277017808236532,Good
28.0,55.2,0.04203389830508475,0.06772151898734177,0.35304347826086946,0.19373776908023482,0.11074918566775242,10.6,467,Good,Medium,0.15345717006025666,Good
26.7,53.9,0.00983050847457627,0.02088607594936709,0.06434782608695651,0.25048923679060664,0.10097719869706838,11.8,533,Good,Medium,0.08930616919971499,Good
30.4,101.1,0.09694915254237288,0.13544303797468354,0.5652173913043478,0.19960861056751467,0.504885993485342,6.8,639,Poor,High,0.3004208371748522,Moderate
41.4,65.4,0.11627118644067795,0.16772151898734178,0.6139130434782609,0.3052837573385519,0.3973941368078176,2.5,721,Hazardous,High,0.32011672861053003,Moderate
25.5,73.4,0.04677966101694916,0.06835443037974683,0.3182608695652173,0.19569471624266144,0.09771986970684036,11.0,194,Good,Low,0.14536190938228302,Good
28.2,49.6,0.0576271186440678,0.06930379746835443,0.21391304347826082,0.3424657534246575,0.11074918566775242,11.1,214,Good,Low,0.15881177973661859,Good
36.6,75.5,0.10915254237288137,0.13132911392405064,0.4295652173913043,0.3052837573385519,0.4234527687296416,4.4,543,Poor,Medium,0.27975667995128595,Moderate
18.8,77.7,0.03728813559322034,0.05063291139240506,0.21913043478260866,0.23091976516634052,0.14332247557003258,11.2,409,Good,Medium,0.13625874450092143,Good
26.3,77.5,0.07830508474576271,0.0939873417721519,0.13391304347826083,0.19373776908023482,0.08794788273615635,10.4,399,Good,Medium,0.11757822436251333,Good
34.9,96.9,0.03864406779661017,0.09620253164556962,0.5060869565217391,0.5185909980430529,0.4039087947882735,6.8,680,Poor,High,0.312686669759049,Moderate
23.0,50.7,0.003728813559322034,0.016455696202531647,0.30260869565217385,0.16242661448140902,0.15309446254071662,12.4,593,Good,High,0.12766285648723064,Good
22.3,78.8,0.06542372881355932,0.08291139240506329,0.32521739130434785,0.22896281800391388,0.05537459283387619,10.7,214,Good,Low,0.1515779846721521,Good
21.4,76.9,0.007796610169491525,0.021835443037974685,0.27826086956521734,0.1761252446183953,0.14332247557003258,14.7,338,Good,Low,0.12546812859222228,Good
44.7,75.6,0.0223728813559322,0.09018987341772151,0.3182608695652173,0.5812133072407045,0.4723127035830619,4.1,643,Poor,High,0.29686992703252746,Moderate
22.4,73.0,0.04135593220338983,0.04810126582278481,0.3339130434782609,0.19178082191780824,0.1042345276872964,12.9,266,Good,Low,0.14387711822190802,Good
32.3,82.0,0.029830508474576273,0.059810126582278474,0.3895652173913043,0.4090019569471624,0.4495114006514657,5.7,600,Poor,High,0.26754384200935744,Moderate
33.5,70.8,0.027457627118644065,0.05221518987341772,0.2539130434782608,0.43248532289628183,0.3192182410423452,5.1,527,Moderate,Medium,0.21705788488178995,Moderate
33.1,52.0,0.02440677966101695,0.0509493670886076,0.5478260869565217,0.35812133072407043,0.263843648208469,7.3,452,Moderate,Medium,0.24902944252773712,Moderate
25.5,48.0,0.05254237288135593,0.06360759493670885,0.19478260869565217,0.2720156555772994,0.1270358306188925,10.3,503,Good,Medium,0.1419968125419818,Good
29.9,77.8,0.005084745762711864,0.07468354430379746,0.6330434782608695,0.512720156555773,0.4039087947882735,6.0,681,Poor,High,0.32588814393428506,Moderate
29.3,67.5,0.006440677966101695,0.016455696202531647,0.08173913043478259,0.20939334637964774,0.15309446254071662,11.0,576,Good,High,0.09342466270475605,Good
23.9,73.9,0.08779661016949152,0.09082278481012658,0.24521739130434778,0.18199608610567516,0.260586319218241,5.5,562,Moderate,Medium,0.1732838383215764,Good
23.7,40.0,0.07016949152542373,0.07341772151898734,0.22608695652173907,0.24266144814090018,0.13029315960912052,12.5,318,Good,Low,0.14852575546323415,Good
21.9,70.1,0.018305084745762715,0.03354430379746835,0.1060869565217391,0.14285714285714288,0.14332247557003258,12.5,224,Good,Low,0.08882319269842912,Good
44.9,105.8,0.08305084745762711,0.15063291139240506,0.5652173913043478,0.6438356164383561,0.5570032573289901,4.0,878,Hazardous,Very High,0.3999480047843452,Moderate
27.0,45.5,0.021016949152542375,0.04177215189873418,0.2939130434782608,0.2191780821917808,0.11726384364820845,10.7,205,Good,Low,0.13862881407390532,Good
49.6,87.5,0.2776271186440678,0.2759493670886076,0.5739130434782608,0.4814090019569471,0.485342019543974,2.9,631,Hazardous,High,0.41884811014237144,Poor
33.4,78.5,0.3444067796610169,0.34841772151898737,0.20695652173913043,0.3013698630136986,0.21824104234527686,5.0,334,Moderate,Low,0.28387838565562207,Moderate
23.5,51.6,0.0,0.02689873417721519,0.27999999999999997,0.2661448140900196,0.08794788273615635,19.7,450,Good,Medium,0.13219828620067822,Good
22.2,75.7,0.06440677966101695,0.0661392405063291,0.2208695652173913,0.22504892367906065,0.12377850162866448,10.7,316,Good,Low,0.14004860213849252,Good
35.4,51.9,0.1640677966101695,0.16835443037974684,0.23652173913043475,0.32485322896281804,0.2866449511400651,6.6,628,Moderate,High,0.23608842924464685,Moderate
41.5,68.2,0.01152542372881356,0.049367088607594936,0.29739130434782607,0.24657534246575344,0.2377850162866449,4.8,748,Poor,High,0.16852883508732658,Good
21.0,60.5,0.01559322033898305,0.028797468354430377,0.13391304347826083,0.25440313111545987,0.09120521172638436,10.2,378,Good,Low,0.10478241500270372,Good
31.3,73.7,0.0688135593220339,0.09778481012658227,0.4191304347826087,0.3659491193737769,0.3615635179153094,7.3,512,Moderate,Medium,0.2626482883040622,Moderate
46.8,91.6,0.8138983050847457,0.8281645569620253,0.5721739130434782,0.8571428571428572,0.5895765472312703,3.1,879,Hazardous,Very High,0.7321912358928754,Hazardous
23.9,66.7,0.04847457627118644,0.0541139240506329,0.2504347826086956,0.273972602739726,0.13680781758957655,10.4,413,Good,Medium,0.1527607406519635,Good
24.6,45.1,0.0013559322033898306,0.02088607594936709,0.23999999999999996,0.15459882583170254,0.09446254071661235,10.1,226,Good,Low,0.10226067494021436,Good
24.1,59.3,0.0488135593220339,0.10537974683544306,0.41043478260869565,0.4481409001956947,0.43973941368078173,5.3,622,Poor,High,0.29050168052852976,Moderate
41.4,82.2,0.2494915254237288,0.2848101265822785,0.4817391304347826,0.3816046966731898,0.7133550488599347,4.1,620,Hazardous,High,0.42220010559478294,Poor
22.5,73.0,0.0006779661016949153,0.020253164556962026,0.13217391304347823,0.22896281800391388,0.09771986970684036,14.2,543,Good,Medium,0.09595754628257788,Good
26.7,57.9,0.1694915254237288,0.18924050632911393,0.328695652173913,0.3052837573385519,0.33550488599348527,6.3,541,Moderate,Medium,0.26564326545175854,Moderate
24.6,51.3,0.013220338983050847,0.02594936708860759,0.24869565217391298,0.23679060665362037,0.10749185667752441,12.8,454,Good,Medium,0.12642956431534322,Good
32.0,70.7,0.028474576271186443,0.03639240506329114,0.29739130434782607,0.2407045009784736,0.3094462540716612,8.2,382,Moderate,Medium,0.1824818081464877,Good
29.5,77.2,0.09457627118644067,0.14113924050632912,0.328695652173913,0.5733855185909981,0.33550488599348527,7.7,586,Poor,High,0.2946603136902332,Moderate
32.5,68.3,0.11254237288135595,0.12753164556962027,0.37565217391304345,0.30724070450097846,0.2833876221498371,6.5,410,Moderate,Medium,0.241270903802967,Moderate
33.0,56.8,0.006440677966101695,0.016455696202531647,0.49913043478260866,0.2700587084148728,0.3583061889250814,7.5,481,Moderate,Medium,0.23007834125823923,Moderate
30.1,86.8,0.024745762711864405,0.07151898734177214,0.3565217391304347,0.23874755381604695,0.20846905537459282,6.0,690,Moderate,High,0.1800006196749422,Good
22.3,75.4,0.0023728813559322033,0.015506329113924052,0.2834782608695651,0.26418786692759294,0.09120521172638436,11.4,291,Good,Low,0.13135010999867974,Good
27.4,81.5,0.06406779661016948,0.09683544303797467,0.2643478260869565,0.37181996086105673,0.29315960912052114,5.1,341,Moderate,Low,0.21804612714333568,Moderate
28.3,40.6,0.007796610169491525,0.02246835443037975,0.3113043478260869,0.19960861056751467,0.07491856677524429,12.5,590,Good,High,0.12321929795374342,Good
30.8,68.9,0.006779661016949152,0.0370253164556962,0.2817391304347826,0.37573385518590996,0.263843648208469,7.1,638,Moderate,High,0.19302432226036137,Good
27.7,78.7,0.003728813559322034,0.06550632911392405,0.3617391304347825,0.3131115459882583,0.2866449511400651,5.5,449,Moderate,Medium,0.20614615404727038,Moderate
33.3,82.6,0.004067796610169492,0.018354430379746836,0.3947826086956522,0.23679060665362037,0.21824104234527686,5.9,310,Moderate,Low,0.17444729693689315,Good
22.9,66.9,0.026440677966101694,0.05221518987341772,0.2504347826086956,0.27984344422700586,0.13680781758957655,10.0,435,Good,Medium,0.1491483824529595,Good
29.6,78.9,0.03152542372881356,0.060759493670886074,0.4156521739130434,0.3405088062622309,0.35504885993485336,6.8,714,Moderate,High,0.24069895150196546,Moderate
28.0,83.9,0.07084745762711864,0.11867088607594936,0.2417391304347826,0.3385518590998043,0.29641693811074915,5.7,442,Moderate,Medium,0.21324525426968083,Moderate
33.4,85.5,0.03966101694915254,0.10094936708860759,0.5965217391304348,0.36399217221135033,0.4495114006514657,3.0,927,Hazardous,Very High,0.3101271392062022,Moderate
22.9,40.5,0.012542372881355932,0.023734177215189875,0.1043478260869565,0.13894324853228965,0.15309446254071662,12.6,246,Good,Low,0.08653241745130172,Good
23.1,59.7,0.04508474576271187,0.08069620253164557,0.2695652173913043,0.3972602739726027,0.21172638436482083,6.3,598,Moderate,High,0.200866564804617,Moderate
36.2,77.1,0.11966101694915253,0.13955696202531645,0.22608695652173907,0.4031311154598826,0.2377850162866449,5.6,599,Moderate,High,0.22524421344854711,Moderate
27.6,75.9,0.0688135593220339,0.08259493670886076,0.3339130434782609,0.21722113502935422,0.1498371335504886,10.8,334,Good,Low,0.17047596161779968,Good
32.8,60.4,0.005423728813559322,0.04113924050632911,0.36,0.2328767123287671,0.23127035830618892,12.5,406,Moderate,Medium,0.1741420079909689,Good
21.6,71.5,0.004406779661016949,0.021202531645569622,0.28521739130434776,0.21526418786692758,0.0781758957654723,13.8,384,Good,Medium,0.12085335724866683,Good
31.4,81.8,0.014576271186440677,0.0560126582278481,0.2504347826086956,0.37181996086105673,0.267100977198697,5.1,437,Moderate,Medium,0.19198893001654765,Good
27.4,63.0,0.03728813559322034,0.06740506329113924,0.27478260869565213,0.30919765166340507,0.2019543973941368,6.6,333,Moderate,Low,0.1781255713275107,Good
24.2,64.4,0.003728813559322034,0.02341772151898734,0.07478260869565215,0.2896281800391389,0.14006514657980457,10.9,239,Good,Low,0.106324494078581,Good
47.3,88.4,0.35559322033898305,0.4037974683544304,0.6469565217391304,0.5459882583170254,0.6710097719869706,8.2,648,Hazardous,High,0.524669048147308,Poor
40.0,88.7,0.09932203389830509,0.14620253164556962,0.6556521739130434,0.5264187866927592,0.4495114006514657,3.2,821,Hazardous,Very High,0.3754213853602286,Moderate
29.2,72.1,0.08644067796610169,0.10284810126582279,0.10260869565217391,0.2328767123287671,0.14006514657980457,10.9,358,Good,Low,0.13296786675853403,Good
20.1,41.7,0.012203389830508475,0.026582278481012654,0.27478260869565213,0.299412915851272,0.1042345276872964,10.4,370,Good,Low,0.14344314410914832,Good
42.6,94.6,0.06067796610169491,0.09588607594936709,0.6417391304347825,0.19960861056751467,0.41042345276872955,2.6,525,Hazardous,Medium,0.2816670471644177,Moderate
33.7,72.7,0.472542372881356,0.5066455696202532,0.4469565217391304,0.5675146771037182,0.530944625407166,5.6,576,Poor,High,0.5049207533503248,Poor
29.0,64.0,0.029152542372881354,0.0689873417721519,0.3339130434782609,0.27984344422700586,0.2866449511400651,5.0,647,Moderate,High,0.199708264598073,Good
30.7,54.3,0.019322033898305085,0.06645569620253164,0.33217391304347826,0.3835616438356165,0.3973941368078176,7.2,437,Moderate,Medium,0.23978148475754982,Moderate
37.3,90.7,0.11389830508474577,0.13924050632911392,0.49043478260869566,0.5048923679060665,0.5863192182410424,3.1,754,Hazardous,High,0.36695703603393287,Moderate
33.4,70.5,0.025423728813559324,0.04873417721518987,0.29043478260869565,0.2896281800391389,0.27361563517915305,6.0,417,Moderate,Medium,0.18556730077114736,Good
33.7,89.4,0.1016949152542373,0.15031645569620253,0.33217391304347826,0.27984344422700586,0.24755700325732893,6.0,613,Moderate,High,0.22231714629565058,Moderate
23.0,44.6,0.07830508474576271,0.08955696202531646,0.15304347826086953,0.2974559686888454,0.09771986970684036,10.0,437,Good,Medium,0.1432162726855269,Good
28.9,80.1,0.029152542372881354,0.06297468354430379,0.4121739130434783,0.32289628180039137,0.3127035830618892,8.1,562,Moderate,Medium,0.2279802007645888,Moderate
33.5,97.1,0.03559322033898305,0.0768987341772152,0.337391304347826,0.44422700587084146,0.48208469055374586,5.1,686,Poor,High,0.2752389910577223,Moderate
25.2,42.6,0.03559322033898305,0.057594936708860754,0.3008695652173912,0.2583170254403131,0.0781758957654723,10.8,517,Good,Medium,0.1461101286942041,Good
30.2,79.7,0.07152542372881357,0.08069620253164557,0.40347826086956523,0.24853228962818003,0.3192182410423452,5.9,609,Moderate,High,0.22469008356010992,Moderate
35.6,74.6,0.2176271186440678,0.2417721518987342,0.6347826086956521,0.46183953033268094,0.6384364820846905,3.5,679,Poor,High,0.4388915783311651,Poor
32.4,64.3,0.19694915254237289,0.23512658227848102,0.11826086956521736,0.3111545988258317,0.24755700325732893,5.5,489,Moderate,Medium,0.2218096412938464,Moderate
35.0,80.5,0.14779661016949153,0.17500000000000002,0.3565217391304347,0.3424657534246575,0.3257328990228012,6.9,664,Moderate,High,0.269503400349477,Moderate
37.3,98.6,0.23186440677966103,0.27056962025316456,0.5234782608695652,0.45205479452054786,0.5504885993485341,9.0,695,Poor,High,0.40569113635429455,Poor
29.3,78.5,0.05016949152542373,0.06139240506329113,0.38086956521739124,0.11350293542074363,0.27035830618892503,8.0,451,Moderate,Medium,0.17525854068315497,Good
15.4,64.2,0.01864406779661017,0.033860759493670886,0.13913043478260867,0.2015655577299413,0.11400651465798044,12.7,549,Good,Medium,0.1014414668921623,Good
31.0,57.1,0.07491525423728813,0.08670886075949366,0.48869565217391303,0.27984344422700586,0.2899022801302931,8.5,713,Moderate,High,0.24401309830559875,Moderate
29.5,83.3,0.01593220338983051,0.07246835443037974,0.4956521739130434,0.4090019569471624,0.755700325732899,5.2,631,Poor,High,0.34975100288266303,Moderate
21.8,61.9,0.09288135593220338,0.09968354430379747,0.28521739130434776,0.2720156555772994,0.10097719869706838,10.8,340,Good,Low,0.17015502916294328,Good
30.2,87.8,0.01152542372881356,0.0509493670886076,0.497391304347826,0.39921722113502933,0.267100977198697,7.3,399,Moderate,Medium,0.2452368586997947,Moderate
28.0,65.1,0.011864406779661017,0.01708860759493671,0.19652173913043475,0.2759295499021527,0.08143322475570032,10.7,458,Good,Medium,0.11656750563257709,Good
31.3,46.6,0.0047457627118644066,0.024367088607594938,0.2504347826086956,0.20743639921722115,0.07166123778501628,10.8,233,Good,Low,0.11172905418607848,Good
22.8,83.4,0.09559322033898304,0.13639240506329114,0.6121739130434782,0.3131115459882583,0.34527687296416937,4.5,818,Poor,Very High,0.30050959147963596,Moderate
